user_id,created_at,company_id,language,activated_at,state
14377,6/18/14 17:01,11621,french,6/18/14 17:03,active
14378,6/18/14 6:06,3271,german,6/18/14 6:07,active
14379,6/18/14 6:09,43,spanish,,pending
14380,6/18/14 14:08,10907,english,6/18/14 14:09,active
14381,6/18/14 15:25,202,english,,pending
14382,6/18/14 14:13,5,chinese,6/18/14 14:14,active
14383,6/18/14 16:51,5301,english,6/18/14 16:53,active
14384,6/18/14 0:39,13183,german,6/18/14 0:40,active
14385,6/18/14 12:00,3,russian,,pending
14386,6/18/14 12:52,42,russian,,pending
14387,6/18/14 20:59,11007,portugese,6/18/14 21:00,active
14388,6/18/14 18:21,55,english,6/18/14 18:23,active
14389,6/18/14 10:19,6014,english,,pending
14390,6/18/14 15:13,7805,korean,6/18/14 15:14,active
14391,6/18/14 15:21,1,english,6/18/14 15:23,active
14392,6/18/14 3:28,664,arabic,,pending
14393,6/18/14 17:28,1299,english,,pending
14394,6/18/14 11:13,16,russian,,pending
14395,6/18/14 15:24,3826,english,6/18/14 15:25,active
14396,6/18/14 5:53,13121,english,6/18/14 5:55,active
14397,6/18/14 9:04,11277,arabic,6/18/14 9:05,active
14398,6/18/14 18:00,3573,english,,pending
14399,6/18/14 18:25,10,english,,pending
14400,6/18/14 13:02,1239,korean,6/18/14 13:04,active
14401,6/18/14 14:56,12071,english,,pending
14402,6/18/14 11:12,881,korean,,pending
14403,6/18/14 8:42,1,japanese,6/18/14 8:44,active
14404,6/18/14 18:07,1,indian,,pending
14405,6/18/14 1:23,89,russian,6/18/14 1:24,active
14406,6/18/14 8:42,9319,chinese,,pending
14407,6/18/14 17:57,671,english,,pending
14408,6/18/14 15:35,12,arabic,,pending
14409,6/18/14 14:19,705,english,6/18/14 14:20,active
14410,6/18/14 13:06,11661,english,,pending
14411,6/18/14 16:23,12381,portugese,6/18/14 16:24,active
14412,6/18/14 7:14,1969,english,6/18/14 7:15,active
14413,6/18/14 9:24,8609,english,6/18/14 9:25,active
14414,6/18/14 8:56,9248,russian,,pending
14415,6/18/14 19:18,3,english,,pending
14416,6/18/14 8:16,11024,german,6/18/14 8:18,active
14417,6/18/14 18:46,3,english,6/18/14 18:48,active
14418,6/18/14 13:49,12429,spanish,6/18/14 13:50,active
14419,6/18/14 18:41,12919,german,,pending
14420,6/18/14 12:44,4888,english,,pending
14421,6/18/14 15:06,8890,spanish,,pending
14422,6/18/14 10:17,5274,english,6/18/14 10:18,active
14423,6/18/14 7:00,4237,german,,pending
14424,6/18/14 10:03,5826,english,6/18/14 10:04,active
14425,6/18/14 9:00,10305,japanese,,pending
14426,6/18/14 6:56,7212,chinese,6/18/14 6:57,active
14427,6/18/14 15:27,3185,english,,pending
14428,6/18/14 14:29,1895,english,,pending
14429,6/19/14 14:43,9828,english,6/19/14 14:44,active
14430,6/19/14 13:20,278,english,,pending
14431,6/19/14 9:42,1470,indian,,pending
14432,6/19/14 16:13,386,english,,pending
14433,6/19/14 16:59,1,english,6/19/14 17:00,active
14434,6/19/14 12:40,111,english,,pending
14435,6/19/14 13:03,7020,spanish,6/19/14 13:05,active
14436,6/19/14 12:14,7868,english,,pending
14437,6/19/14 9:12,5540,spanish,6/19/14 9:13,active
14438,6/19/14 11:47,12550,french,6/19/14 11:49,active
14439,6/19/14 14:29,9124,english,6/19/14 14:31,active
14440,6/19/14 11:50,5,english,,pending
14441,6/19/14 13:46,7060,english,6/19/14 13:48,active
14442,6/19/14 7:06,4226,italian,6/19/14 7:08,active
14443,6/19/14 8:40,8013,english,6/19/14 8:42,active
14444,6/19/14 15:22,66,russian,,pending
14445,6/19/14 3:06,6770,english,6/19/14 3:08,active
14446,6/19/14 14:36,300,chinese,,pending
14447,6/19/14 15:16,10206,arabic,,pending
14448,6/19/14 10:42,1018,russian,6/19/14 10:44,active
14449,6/19/14 18:16,1188,english,,pending
14450,6/19/14 16:09,4,english,,pending
14451,6/19/14 15:18,5145,english,6/19/14 15:20,active
14452,6/19/14 14:49,1,german,,pending
14453,6/19/14 12:35,186,english,6/19/14 12:36,active
14454,6/19/14 16:34,11449,english,6/19/14 16:36,active
14455,6/19/14 12:35,12,english,6/19/14 12:36,active
14456,6/19/14 11:22,1,english,,pending
14457,6/19/14 19:05,133,english,6/19/14 19:06,active
14458,6/19/14 11:25,4753,russian,,pending
14459,6/19/14 19:34,5,german,6/19/14 19:36,active
14460,6/19/14 13:21,2,english,,pending
14461,6/19/14 12:47,3660,french,,pending
14462,6/19/14 18:36,1,english,6/19/14 18:38,active
14463,6/19/14 10:13,7792,english,,pending
14464,6/19/14 12:50,84,english,6/19/14 12:51,active
14465,6/19/14 16:39,10801,french,,pending
14466,6/19/14 19:44,3753,english,,pending
14467,6/19/14 17:31,35,spanish,6/19/14 17:32,active
14468,6/19/14 15:14,7010,english,,pending
14469,6/19/14 10:30,12,japanese,6/19/14 10:31,active
14470,6/19/14 10:16,6016,indian,6/19/14 10:18,active
14471,6/19/14 11:22,4323,english,6/19/14 11:23,active
14472,6/19/14 4:55,2,arabic,,pending
14473,6/19/14 8:30,8733,french,,pending
14474,6/19/14 18:17,7145,english,,pending
14475,6/19/14 1:27,10949,spanish,,pending
14476,6/19/14 13:22,1655,german,,pending
14477,6/19/14 9:46,3526,english,6/19/14 9:48,active
14478,6/19/14 15:41,14,english,6/19/14 15:42,active
14479,6/19/14 12:50,20,english,6/19/14 12:51,active
14480,6/19/14 14:43,6180,spanish,6/19/14 14:44,active
14481,6/19/14 13:36,7707,spanish,,pending
14482,6/19/14 14:38,1047,english,6/19/14 14:39,active
14483,6/19/14 18:31,854,english,,pending
14484,6/19/14 17:34,10581,english,6/19/14 17:35,active
14485,6/19/14 5:02,10559,english,6/19/14 5:03,active
14486,6/19/14 14:05,1,english,,pending
14487,6/19/14 14:14,2798,italian,,pending
14488,6/19/14 7:20,4714,english,,pending
14489,6/19/14 15:42,65,chinese,,pending
14490,6/19/14 11:19,177,spanish,,pending
14491,6/19/14 9:57,3,arabic,6/19/14 9:58,active
14492,6/19/14 18:12,2506,english,,pending
14493,6/19/14 12:35,12146,spanish,,pending
14494,6/19/14 12:08,7453,english,6/19/14 12:10,active
14495,6/20/14 7:28,6315,indian,,pending
14496,6/20/14 12:52,1134,english,6/20/14 12:53,active
14497,6/20/14 18:41,10032,english,,pending
14498,6/20/14 11:53,12656,indian,,pending
14499,6/20/14 14:03,2967,korean,6/20/14 14:05,active
14500,6/20/14 3:09,10685,japanese,6/20/14 3:10,active
14501,6/20/14 12:03,4059,english,6/20/14 12:04,active
14502,6/20/14 14:51,8434,english,6/20/14 14:53,active
14503,6/20/14 12:18,3034,english,,pending
14504,6/20/14 14:22,14,japanese,6/20/14 14:24,active
14505,6/20/14 17:03,97,french,6/20/14 17:05,active
14506,6/20/14 6:56,3686,german,6/20/14 6:58,active
14507,6/20/14 20:12,260,english,,pending
14508,6/20/14 13:16,4757,english,,pending
14509,6/20/14 5:53,6793,russian,6/20/14 5:54,active
14510,6/20/14 7:40,69,chinese,6/20/14 7:41,active
14511,6/20/14 19:26,6,english,6/20/14 19:27,active
14512,6/20/14 15:38,658,arabic,6/20/14 15:39,active
14513,6/20/14 2:30,9513,french,,pending
14514,6/20/14 13:19,3979,spanish,,pending
14515,6/20/14 16:36,3545,french,,pending
14516,6/20/14 18:20,705,english,6/20/14 18:22,active
14517,6/20/14 10:19,1,english,6/20/14 10:21,active
14518,6/20/14 13:14,455,english,6/20/14 13:16,active
14519,6/20/14 12:56,1255,indian,6/20/14 12:57,active
14520,6/20/14 18:47,521,english,,pending
14521,6/20/14 15:28,1250,english,,pending
14522,6/20/14 11:08,404,russian,,pending
14523,6/20/14 18:11,1,german,6/20/14 18:12,active
14524,6/20/14 21:35,313,japanese,6/20/14 21:37,active
14525,6/20/14 8:55,5556,italian,,pending
14526,6/20/14 11:46,9250,chinese,,pending
14527,6/20/14 17:19,5157,spanish,,pending
14528,6/20/14 10:41,7849,italian,,pending
14529,6/20/14 15:33,11285,german,,pending
14530,6/20/14 0:44,1,english,6/20/14 0:46,active
14531,6/20/14 8:06,8305,indian,6/20/14 8:08,active
14532,6/20/14 9:44,6,korean,6/20/14 9:45,active
14533,6/20/14 18:05,3,russian,,pending
14534,6/20/14 21:51,14,russian,,pending
14535,6/20/14 10:21,1217,chinese,,pending
14536,6/20/14 7:35,7027,german,6/20/14 7:37,active
14537,6/20/14 11:55,12199,english,,pending
14538,6/20/14 15:26,10796,spanish,,pending
14539,6/20/14 13:02,6,german,,pending
14540,6/20/14 18:22,7344,english,,pending
14541,6/20/14 12:03,6808,english,6/20/14 12:05,active
14542,6/20/14 15:00,2064,english,6/20/14 15:01,active
14543,6/20/14 10:08,4146,arabic,,pending
14544,6/20/14 13:29,22,german,,pending
14545,6/20/14 18:48,5123,german,6/20/14 18:50,active
14546,6/20/14 11:00,7544,english,,pending
14547,6/20/14 11:48,9316,english,,pending
14548,6/20/14 8:01,9756,french,,pending
14549,6/20/14 6:11,7953,english,,pending
14550,6/20/14 10:54,9804,japanese,,pending
14551,6/20/14 3:00,10027,arabic,,pending
14552,6/20/14 16:50,11119,french,6/20/14 16:52,active
14553,6/20/14 11:32,11,arabic,6/20/14 11:34,active
14554,6/20/14 12:05,4,japanese,6/20/14 12:06,active
14555,6/20/14 4:44,7960,english,6/20/14 4:46,active
14556,6/20/14 16:11,11037,english,6/20/14 16:12,active
14557,6/20/14 8:58,1653,french,,pending
14558,6/20/14 8:12,12841,japanese,6/20/14 8:13,active
14559,6/20/14 17:44,9810,english,6/20/14 17:45,active
14560,6/20/14 3:48,5176,english,6/20/14 3:49,active
14561,6/20/14 22:46,68,english,,pending
14562,6/20/14 15:13,14,english,6/20/14 15:14,active
14563,6/20/14 18:30,3668,spanish,,pending
14564,6/20/14 13:12,29,spanish,6/20/14 13:13,active
14565,6/20/14 11:35,8616,english,,pending
14566,6/20/14 20:31,486,english,6/20/14 20:33,active
14567,6/20/14 2:43,349,english,6/20/14 2:44,active
14568,6/20/14 20:19,204,english,,pending
14569,6/20/14 7:53,7637,spanish,,pending
14570,6/20/14 19:41,38,spanish,6/20/14 19:42,active
14571,6/20/14 11:23,8382,chinese,6/20/14 11:24,active
14572,6/21/14 11:15,11038,indian,,pending
14573,6/21/14 9:08,11977,english,6/21/14 9:09,active
14574,6/21/14 7:11,11027,japanese,,pending
14575,6/21/14 10:34,1,french,6/21/14 10:35,active
14576,6/21/14 16:23,2191,english,,pending
14577,6/21/14 11:01,7901,english,,pending
14578,6/21/14 13:21,3727,chinese,,pending
14579,6/21/14 18:44,11286,french,6/21/14 18:45,active
14580,6/21/14 23:48,1069,french,,pending
14581,6/21/14 8:49,12749,english,,pending
14582,6/21/14 16:42,3949,english,6/21/14 16:43,active
14583,6/21/14 18:53,1,german,,pending
14584,6/21/14 16:37,50,english,6/21/14 16:39,active
14585,6/21/14 19:07,6,english,6/21/14 19:09,active
14586,6/21/14 15:10,3422,korean,6/21/14 15:12,active
14587,6/21/14 7:06,360,english,6/21/14 7:08,active
14588,6/21/14 12:25,1,english,6/21/14 12:27,active
14589,6/21/14 16:09,87,japanese,,pending
14590,6/21/14 7:45,6344,german,,pending
14591,6/22/14 16:39,4,chinese,,pending
14592,6/22/14 15:40,5424,german,,pending
14593,6/22/14 12:44,69,english,6/22/14 12:46,active
14594,6/22/14 11:30,244,english,,pending
14595,6/22/14 11:12,28,italian,,pending
14596,6/22/14 17:22,13031,chinese,,pending
14597,6/22/14 16:47,2,english,6/22/14 16:48,active
14598,6/22/14 20:13,4920,english,,pending
14599,6/22/14 17:09,1,indian,6/22/14 17:10,active
14600,6/22/14 17:11,4857,chinese,,pending
14601,6/22/14 10:05,33,english,,pending
14602,6/22/14 16:55,1142,english,6/22/14 16:57,active
14603,6/22/14 8:49,12497,spanish,,pending
14604,6/22/14 17:22,11631,german,,pending
14605,6/22/14 19:18,9394,spanish,,pending
14606,6/22/14 12:14,2209,english,6/22/14 12:16,active
14607,6/22/14 11:27,5390,english,,pending
14608,6/22/14 18:43,6655,arabic,,pending
14609,6/22/14 18:38,12156,spanish,6/22/14 18:39,active
14610,6/22/14 14:30,5215,english,,pending
14611,6/22/14 16:46,10844,english,6/22/14 16:47,active
14612,6/23/14 14:14,28,english,,pending
14613,6/23/14 14:12,39,english,6/23/14 14:14,active
14614,6/23/14 14:21,4769,german,6/23/14 14:22,active
14615,6/23/14 17:49,6758,english,6/23/14 17:50,active
14616,6/23/14 8:04,1,spanish,,pending
14617,6/23/14 8:39,5292,korean,,pending
14618,6/23/14 13:05,8750,spanish,6/23/14 13:06,active
14619,6/23/14 15:26,7122,japanese,,pending
14620,6/23/14 14:14,4,french,6/23/14 14:16,active
14621,6/23/14 14:33,761,english,6/23/14 14:34,active
14622,6/23/14 22:55,2,japanese,,pending
14623,6/23/14 8:17,7913,english,,pending
14624,6/23/14 16:33,80,chinese,,pending
14625,6/23/14 10:46,9442,english,6/23/14 10:47,active
14626,6/23/14 15:14,5379,english,6/23/14 15:15,active
14627,6/23/14 10:06,63,english,6/23/14 10:07,active
14628,6/23/14 19:37,54,english,6/23/14 19:38,active
14629,6/23/14 9:37,3,english,6/23/14 9:39,active
14630,6/23/14 17:54,3021,english,6/23/14 17:55,active
14631,6/23/14 11:47,12404,english,,pending
14632,6/23/14 1:58,7948,english,6/23/14 1:59,active
14633,6/23/14 13:22,8684,chinese,6/23/14 13:23,active
14634,6/23/14 12:12,6440,english,6/23/14 12:13,active
14635,6/23/14 10:38,6664,spanish,6/23/14 10:39,active
14636,6/23/14 21:27,1704,chinese,,pending
14637,6/23/14 1:57,11072,english,,pending
14638,6/23/14 11:37,49,english,6/23/14 11:38,active
14639,6/23/14 18:46,2650,english,6/23/14 18:47,active
14640,6/23/14 17:17,10639,english,6/23/14 17:18,active
14641,6/23/14 18:11,8829,english,,pending
14642,6/23/14 14:56,7246,spanish,,pending
14643,6/23/14 17:29,1,chinese,6/23/14 17:30,active
14644,6/23/14 9:53,8738,english,6/23/14 9:54,active
14645,6/23/14 15:01,7743,italian,,pending
14646,6/23/14 16:57,1,spanish,6/23/14 16:58,active
14647,6/23/14 15:04,7304,english,,pending
14648,6/23/14 5:45,3131,english,,pending
14649,6/23/14 13:48,4710,french,6/23/14 13:49,active
14650,6/23/14 11:29,1581,english,6/23/14 11:31,active
14651,6/23/14 16:46,7000,japanese,6/23/14 16:47,active
14652,6/23/14 21:21,108,arabic,,pending
14653,6/23/14 11:44,10600,portugese,,pending
14654,6/23/14 14:59,4142,portugese,,pending
14655,6/23/14 18:23,13160,indian,6/23/14 18:24,active
14656,6/23/14 12:44,5373,arabic,,pending
14657,6/23/14 16:09,519,spanish,6/23/14 16:10,active
14658,6/23/14 19:42,2630,english,6/23/14 19:44,active
14659,6/23/14 15:13,1930,english,,pending
14660,6/23/14 11:28,7716,german,6/23/14 11:29,active
14661,6/23/14 13:10,7760,japanese,,pending
14662,6/23/14 12:23,1735,english,,pending
14663,6/23/14 18:44,3114,japanese,,pending
14664,6/23/14 5:38,1006,english,6/23/14 5:39,active
14665,6/23/14 3:24,2,spanish,6/23/14 3:25,active
14666,6/23/14 10:03,7101,chinese,6/23/14 10:04,active
14667,6/23/14 13:00,526,chinese,,pending
14668,6/23/14 8:58,12179,arabic,6/23/14 9:00,active
14669,6/23/14 11:58,5787,russian,6/23/14 11:59,active
14670,6/23/14 14:21,6513,chinese,6/23/14 14:23,active
14671,6/23/14 16:26,1851,english,,pending
14672,6/23/14 23:23,12462,english,6/23/14 23:24,active
14673,6/23/14 12:41,199,english,,pending
14674,6/23/14 11:52,1080,english,,pending
14675,6/23/14 10:04,9576,chinese,,pending
14676,6/23/14 2:18,91,english,,pending
14677,6/23/14 17:01,1,english,6/23/14 17:02,active
14678,6/23/14 12:25,8284,russian,,pending
14679,6/23/14 10:20,278,russian,,pending
14680,6/23/14 7:56,3296,english,6/23/14 7:57,active
14681,6/23/14 7:57,8813,english,,pending
14682,6/23/14 17:17,4311,english,,pending
14683,6/23/14 19:11,6761,french,6/23/14 19:13,active
14684,6/23/14 10:16,4015,english,6/23/14 10:18,active
14685,6/23/14 17:52,11491,english,6/23/14 17:53,active
14686,6/23/14 2:51,7056,korean,,pending
14687,6/23/14 14:38,6913,japanese,6/23/14 14:39,active
14688,6/23/14 9:09,11771,english,,pending
14689,6/23/14 12:05,1886,english,6/23/14 12:06,active
14690,6/24/14 12:33,4028,english,6/24/14 12:34,active
14691,6/24/14 7:10,44,english,6/24/14 7:12,active
14692,6/24/14 19:20,4527,french,6/24/14 19:22,active
14693,6/24/14 7:59,5873,english,6/24/14 8:01,active
14694,6/24/14 15:10,5451,japanese,,pending
14695,6/24/14 10:31,10130,spanish,,pending
14696,6/24/14 18:23,4241,english,,pending
14697,6/24/14 8:59,59,english,,pending
14698,6/24/14 13:53,1177,spanish,,pending
14699,6/24/14 18:07,6,japanese,,pending
14700,6/24/14 12:30,11,english,,pending
14701,6/24/14 16:21,860,japanese,,pending
14702,6/24/14 3:01,250,english,,pending
14703,6/24/14 17:00,1962,french,,pending
14704,6/24/14 10:17,9689,english,6/24/14 10:19,active
14705,6/24/14 18:21,20,french,6/24/14 18:22,active
14706,6/24/14 15:22,8051,french,,pending
14707,6/24/14 12:09,2091,spanish,6/24/14 12:10,active
14708,6/24/14 16:59,10058,english,,pending
14709,6/24/14 12:27,10682,russian,,pending
14710,6/24/14 17:20,8959,french,6/24/14 17:21,active
14711,6/24/14 16:38,21,french,6/24/14 16:40,active
14712,6/24/14 10:45,2084,english,,pending
14713,6/24/14 10:28,9276,english,,pending
14714,6/24/14 18:45,3026,arabic,,pending
14715,6/24/14 15:12,12178,german,,pending
14716,6/24/14 15:15,2,spanish,,pending
14717,6/24/14 11:04,7,english,,pending
14718,6/24/14 8:19,96,indian,,pending
14719,6/24/14 6:13,1113,english,,pending
14720,6/24/14 11:39,7565,english,6/24/14 11:41,active
14721,6/24/14 9:42,14,english,,pending
14722,6/24/14 18:54,12,spanish,,pending
14723,6/24/14 2:55,2,english,6/24/14 2:56,active
14724,6/24/14 10:45,5332,english,,pending
14725,6/24/14 14:49,5,english,,pending
14726,6/24/14 20:30,3940,english,6/24/14 20:31,active
14727,6/24/14 13:13,7807,english,,pending
14728,6/24/14 20:09,6,spanish,,pending
14729,6/24/14 9:27,6329,english,,pending
14730,6/24/14 11:42,10060,french,,pending
14731,6/24/14 13:16,32,english,,pending
14732,6/24/14 10:14,7016,portugese,6/24/14 10:16,active
14733,6/24/14 13:33,7407,italian,6/24/14 13:34,active
14734,6/24/14 16:48,132,english,6/24/14 16:50,active
14735,6/24/14 9:24,219,german,,pending
14736,6/24/14 18:09,11,indian,,pending
14737,6/24/14 15:26,3207,english,,pending
14738,6/24/14 13:22,11275,english,6/24/14 13:24,active
14739,6/24/14 16:46,176,english,,pending
14740,6/24/14 17:28,3,korean,6/24/14 17:29,active
14741,6/24/14 9:10,2,french,,pending
14742,6/24/14 13:24,11517,spanish,6/24/14 13:26,active
14743,6/24/14 12:57,2,english,6/24/14 12:59,active
14744,6/24/14 0:18,2302,english,,pending
14745,6/24/14 8:19,1,french,6/24/14 8:20,active
14746,6/24/14 16:46,1,french,,pending
14747,6/24/14 12:08,2,french,6/24/14 12:09,active
14748,6/24/14 13:49,4456,french,,pending
14749,6/25/14 4:02,7,english,6/25/14 4:03,active
14750,6/25/14 9:07,11438,russian,6/25/14 9:08,active
14751,6/25/14 15:46,6985,spanish,,pending
14752,6/25/14 10:04,11442,english,6/25/14 10:05,active
14753,6/25/14 12:41,2,english,,pending
14754,6/25/14 16:32,6,english,6/25/14 16:34,active
14755,6/25/14 14:20,1787,english,,pending
14756,6/25/14 11:38,1965,english,,pending
14757,6/25/14 17:37,9239,english,6/25/14 17:38,active
14758,6/25/14 17:58,9,english,,pending
14759,6/25/14 5:27,5096,french,6/25/14 5:28,active
14760,6/25/14 7:48,877,japanese,6/25/14 7:49,active
14761,6/25/14 6:04,5808,spanish,,pending
14762,6/25/14 4:54,12433,english,,pending
14763,6/25/14 16:01,13048,english,,pending
14764,6/25/14 13:20,3929,english,,pending
14765,6/25/14 7:06,7,french,,pending
14766,6/25/14 2:24,11030,english,6/25/14 2:26,active
14767,6/25/14 10:14,7857,english,6/25/14 10:16,active
14768,6/25/14 7:54,163,english,6/25/14 7:55,active
14769,6/25/14 17:52,12265,portugese,,pending
14770,6/25/14 14:23,9025,french,6/25/14 14:25,active
14771,6/25/14 6:22,25,english,6/25/14 6:23,active
14772,6/25/14 18:36,8836,chinese,,pending
14773,6/25/14 10:37,1982,spanish,6/25/14 10:39,active
14774,6/25/14 14:40,1305,chinese,6/25/14 14:42,active
14775,6/25/14 11:47,11045,arabic,6/25/14 11:49,active
14776,6/25/14 17:02,9937,korean,,pending
14777,6/25/14 10:01,5962,english,,pending
14778,6/25/14 7:48,52,spanish,,pending
14779,6/25/14 10:33,6,arabic,,pending
14780,6/25/14 10:21,5801,english,6/25/14 10:22,active
14781,6/25/14 7:08,8951,english,,pending
14782,6/25/14 15:56,6468,english,,pending
14783,6/25/14 11:58,9835,english,,pending
14784,6/25/14 11:20,6534,german,6/25/14 11:22,active
14785,6/25/14 17:47,3165,english,,pending
14786,6/25/14 6:57,9739,english,,pending
14787,6/25/14 12:50,4982,english,,pending
14788,6/25/14 8:32,96,french,6/25/14 8:33,active
14789,6/25/14 15:12,8671,german,6/25/14 15:14,active
14790,6/25/14 14:29,2,english,6/25/14 14:31,active
14791,6/25/14 9:22,5437,english,,pending
14792,6/25/14 4:06,5076,italian,6/25/14 4:07,active
14793,6/25/14 20:50,10407,english,6/25/14 20:51,active
14794,6/25/14 13:35,4,english,,pending
14795,6/25/14 23:24,32,english,,pending
14796,6/25/14 11:30,3009,english,,pending
14797,6/25/14 17:28,4268,english,,pending
14798,6/25/14 17:52,3,english,,pending
14799,6/25/14 13:39,2050,spanish,6/25/14 13:40,active
14800,6/25/14 16:07,7680,english,,pending
14801,6/25/14 12:34,513,japanese,,pending
14802,6/25/14 16:12,615,chinese,,pending
14803,6/25/14 2:58,116,spanish,,pending
14804,6/25/14 7:55,11880,english,6/25/14 7:56,active
14805,6/25/14 17:20,43,english,6/25/14 17:21,active
14806,6/25/14 0:54,5,english,6/25/14 0:56,active
14807,6/25/14 10:28,15,arabic,,pending
14808,6/25/14 9:30,5396,english,6/25/14 9:32,active
14809,6/25/14 14:10,12788,spanish,6/25/14 14:12,active
14810,6/25/14 8:25,8896,english,6/25/14 8:27,active
14811,6/25/14 18:21,731,spanish,6/25/14 18:23,active
14812,6/25/14 7:31,12134,english,,pending
14813,6/25/14 7:40,21,english,6/25/14 7:41,active
14814,6/25/14 15:40,5544,english,6/25/14 15:42,active
14815,6/25/14 14:10,2714,english,,pending
14816,6/25/14 9:11,447,indian,6/25/14 9:12,active
14817,6/25/14 9:17,6376,spanish,,pending
14818,6/25/14 19:19,24,english,6/25/14 19:20,active
14819,6/25/14 16:39,40,japanese,6/25/14 16:41,active
14820,6/25/14 16:35,7640,italian,6/25/14 16:36,active
14821,6/26/14 8:40,3825,french,6/26/14 8:42,active
14822,6/26/14 13:35,1789,spanish,,pending
14823,6/26/14 19:49,12116,english,6/26/14 19:50,active
14824,6/26/14 13:09,343,english,6/26/14 13:11,active
14825,6/26/14 9:29,18,english,6/26/14 9:30,active
14826,6/26/14 17:31,5398,english,6/26/14 17:33,active
14827,6/26/14 7:36,1951,french,,pending
14828,6/26/14 13:39,584,english,6/26/14 13:41,active
14829,6/26/14 13:34,11421,english,6/26/14 13:35,active
14830,6/26/14 10:32,10635,chinese,,pending
14831,6/26/14 11:58,1541,spanish,6/26/14 12:00,active
14832,6/26/14 13:15,1260,french,6/26/14 13:17,active
14833,6/26/14 14:42,23,arabic,6/26/14 14:43,active
14834,6/26/14 14:22,2954,english,6/26/14 14:24,active
14835,6/26/14 7:17,6498,french,,pending
14836,6/26/14 1:14,19,arabic,,pending
14837,6/26/14 6:14,96,english,6/26/14 6:16,active
14838,6/26/14 15:20,10752,english,,pending
14839,6/26/14 13:45,6606,spanish,,pending
14840,6/26/14 15:14,12450,japanese,,pending
14841,6/26/14 11:06,9010,spanish,,pending
14842,6/26/14 12:44,2732,spanish,6/26/14 12:45,active
14843,6/26/14 15:31,2579,english,,pending
14844,6/26/14 12:51,9887,english,,pending
14845,6/26/14 10:24,1254,english,,pending
14846,6/26/14 4:20,14,spanish,,pending
14847,6/26/14 15:25,182,english,6/26/14 15:26,active
14848,6/26/14 17:13,5045,english,6/26/14 17:14,active
14849,6/26/14 13:54,7,english,6/26/14 13:55,active
14850,6/26/14 9:39,13,english,6/26/14 9:40,active
14851,6/26/14 12:56,1,english,6/26/14 12:57,active
14852,6/26/14 11:19,1,english,6/26/14 11:20,active
14853,6/26/14 18:38,11993,spanish,6/26/14 18:40,active
14854,6/26/14 10:53,1,english,,pending
14855,6/26/14 10:31,1274,indian,6/26/14 10:33,active
14856,6/26/14 11:58,12597,english,6/26/14 11:59,active
14857,6/26/14 15:49,309,english,6/26/14 15:50,active
14858,6/26/14 11:24,12849,english,,pending
14859,6/26/14 2:35,4061,english,6/26/14 2:36,active
14860,6/26/14 21:59,15,english,6/26/14 22:00,active
14861,6/26/14 9:10,8248,english,,pending
14862,6/26/14 18:23,8996,english,,pending
14863,6/26/14 20:04,3294,english,6/26/14 20:06,active
14864,6/26/14 12:56,1,english,,pending
14865,6/26/14 8:52,501,english,,pending
14866,6/26/14 12:46,7746,english,6/26/14 12:48,active
14867,6/26/14 2:01,1,english,,pending
14868,6/26/14 16:53,1576,english,,pending
14869,6/26/14 10:22,11886,french,6/26/14 10:24,active
14870,6/26/14 7:15,14,english,,pending
14871,6/26/14 13:40,489,english,6/26/14 13:41,active
14872,6/26/14 7:33,8854,indian,,pending
14873,6/26/14 21:34,788,english,6/26/14 21:35,active
14874,6/26/14 9:37,10805,english,6/26/14 9:39,active
14875,6/26/14 12:18,63,english,,pending
14876,6/26/14 15:40,1,english,,pending
14877,6/26/14 17:46,3106,english,6/26/14 17:48,active
14878,6/26/14 19:59,7340,french,6/26/14 20:01,active
14879,6/26/14 10:48,13,english,,pending
14880,6/26/14 11:35,37,english,6/26/14 11:37,active
14881,6/26/14 11:19,11764,french,6/26/14 11:21,active
14882,6/26/14 12:05,12904,english,6/26/14 12:06,active
14883,6/26/14 21:14,5210,spanish,,pending
14884,6/26/14 23:07,1,german,,pending
14885,6/26/14 10:20,2747,english,6/26/14 10:22,active
14886,6/26/14 12:03,9950,spanish,,pending
14887,6/26/14 18:47,36,japanese,,pending
14888,6/26/14 20:40,1,english,,pending
14889,6/26/14 16:48,1,english,,pending
14890,6/26/14 9:48,39,russian,6/26/14 9:49,active
14891,6/26/14 7:57,36,french,6/26/14 7:59,active
14892,6/26/14 7:03,3,english,6/26/14 7:04,active
14893,6/26/14 23:41,2974,french,6/26/14 23:42,active
14894,6/26/14 16:14,3,english,6/26/14 16:15,active
14895,6/26/14 16:54,11142,italian,,pending
14896,6/27/14 10:55,123,english,,pending
14897,6/27/14 15:59,8328,spanish,,pending
14898,6/27/14 13:29,18,german,6/27/14 13:31,active
14899,6/27/14 11:11,12506,japanese,,pending
14900,6/27/14 12:06,18,english,6/27/14 12:07,active
14901,6/27/14 3:19,1281,french,6/27/14 3:21,active
14902,6/27/14 14:17,9905,russian,6/27/14 14:18,active
14903,6/27/14 14:43,3742,korean,,pending
14904,6/27/14 11:44,20,english,,pending
14905,6/27/14 7:45,5465,english,6/27/14 7:47,active
14906,6/27/14 14:44,5827,english,6/27/14 14:45,active
14907,6/27/14 23:03,104,japanese,6/27/14 23:04,active
14908,6/27/14 13:47,10859,english,,pending
14909,6/27/14 1:05,9003,english,,pending
14910,6/27/14 10:08,643,french,,pending
